movie,scene_number,scene_name,type,character,text
The Meaning of Life,1,The Miracle of Birth,dialogue,DOCTOR SPENSER,Come along.
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,"Come along. Spread 'round there. Uh, who are
        you?"
The Meaning of Life,1,The Miracle of Birth,dialogue,MR. MOORE,I'm the husband.
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,"I'm sorry. Only people involved are allowed in
        here. All right."
The Meaning of Life,1,The Miracle of Birth,dialogue,MRS. MOORE,What do I do?
The Meaning of Life,1,The Miracle of Birth,dialogue,DOCTOR SPENSER,Mhm. Yes?
The Meaning of Life,1,The Miracle of Birth,dialogue,MRS. MOORE,What do I do?
The Meaning of Life,1,The Miracle of Birth,dialogue,DOCTOR SPENSER,"Nothing, dear. You're not qualified!"
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,Leave it to us!
The Meaning of Life,1,The Miracle of Birth,dialogue,MRS. MOORE,What's that for?
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,"That's the machine that goes 'ping'. [ping]
        You see? That means your baby is still alive!"
The Meaning of Life,1,The Miracle of Birth,dialogue,DOCTOR SPENSER,"And that's the most expensive machine in the
        whole hospital!"
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,"Yes, it cost over three quarters of a million
        pounds."
The Meaning of Life,1,The Miracle of Birth,dialogue,DOCTOR SPENSER,Aren't you lucky?!
The Meaning of Life,1,The Miracle of Birth,dialogue,NURSE #2,"The administrator is here, doctor."
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,Switch everything on! [exciting music] [ping]
The Meaning of Life,1,The Miracle of Birth,dialogue,MR. PYCROFT,"Morning, gentlemen."
The Meaning of Life,1,The Miracle of Birth,dialogue,RANDOM,Morning.
The Meaning of Life,1,The Miracle of Birth,dialogue,MR. PYCROFT,"Morning, gentlemen."
The Meaning of Life,1,The Miracle of Birth,dialogue,DOCTOR SPENSER,Morning!
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,"Morning, Mr. Pycroft."
The Meaning of Life,1,The Miracle of Birth,dialogue,DOCTOR SPENSER,"Morning, Mr. Pycroft."
The Meaning of Life,1,The Miracle of Birth,dialogue,MR. PYCROFT,"Oh, very impressive. Very impressive. And what
        are you doing this morning? [music stops]"
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,It's a birth.
The Meaning of Life,1,The Miracle of Birth,dialogue,MR. PYCROFT,Aahh. What sort of thing is that?
The Meaning of Life,1,The Miracle of Birth,dialogue,DOCTOR SPENSER,"Well, that's when we take a new baby out of a
        lady's tummy."
The Meaning of Life,1,The Miracle of Birth,dialogue,MR. PYCROFT,"Wonderful what we can do nowadays. [ping]
        Aah! I see you have the machine that goes 'ping'. This is my favorite.
        You see, we lease this back from the company we sold it to, and that
        way, it comes under the monthly current budget and not the capital
        account. [applause]
        Thank you. Thank you. We try to do our best. Well, do carry on."
The Meaning of Life,1,The Miracle of Birth,dialogue,NURSE #1,"Ooh, the vulva's dilating, doctor."
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,"Oh, yes, there's the head. Yes, four
        centimetres. Five-- Six centimetres."
The Meaning of Life,1,The Miracle of Birth,dialogue,DOCTOR SPENSER,Lights!
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,Amplify the 'ping' machine. [ping]
The Meaning of Life,1,The Miracle of Birth,dialogue,DOCTOR SPENSER,Masks up!
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,Suction!
The Meaning of Life,1,The Miracle of Birth,dialogue,DOCTOR SPENSER,Eyes down for a full house!
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,Here it comes!
The Meaning of Life,1,The Miracle of Birth,dialogue,BABY,[crying]
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,And... frighten it! Thank you. [whock]
The Meaning of Life,1,The Miracle of Birth,dialogue,DOCTOR SPENSER,And the rough towels!
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,Show it to the mother. That's enough.
The Meaning of Life,1,The Miracle of Birth,dialogue,DOCTOR SPENSER,Right! Sedate her!
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,Number the child.
The Meaning of Life,1,The Miracle of Birth,dialogue,DOCTOR SPENSER,"Measure it, blood type it, and isolate it! [whump]"
The Meaning of Life,1,The Miracle of Birth,dialogue,NURSE #1,"Okay. [clap clap]
        Show's over."
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,Jolly good.
The Meaning of Life,1,The Miracle of Birth,dialogue,RANDOM,[mumbling] ...everyone.
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,Jolly good.
The Meaning of Life,1,The Miracle of Birth,dialogue,MRS. MOORE,Is it a boy or a girl?
The Meaning of Life,1,The Miracle of Birth,dialogue,OBSTETRICIAN,"Now, I think it's a little early to start
        imposing roles on it, don't you? Now, a word of advice. You may find
        that you suffer for some time a totally irrational feeling of
        depression: 'P.N.D.', as we doctors call it. So, it's lots of happy
        pills for you, and you can find out all about the birth when you get
        home. It's available on Betamax, VHS, and Super Eight. [ping]"
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,ANNOUNCER,The Miracle of Birth: Part Two: The Third World.
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,direction,NULL,[sombre music] [bark bark bark bark bark bark] [quack quack] [quack quack quack quack quack quack]
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,DAD,"Oh, bloody hell. [quack quack quack] [fwump]"
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,BABY,[crying]
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MUM,"Ohh, get that, would you, Deirdre?"
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,DIERDRE,"All right, Mum."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,BABY,[crying] [bark bark bark bark bark bark bark]
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,CHILDREN,[talking]
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MUM,"Now, whose teatime is it?"
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,CHILDREN,Mine!
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MUM,"Come on, now. Out you go. Now, uh, Vincent, Tessa,
        Valerie, Janine, Martha, Andrew, Thomas, Walter, Pat, Linda, Michael,
        Evadne, Alice, Dominique, and Sasha, it's your bedtime."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,CHILDREN,"Aww, Mum!"
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MUM,"Now, don't argue! Laura, Alfred, Nigel, Annie, Simon,
        Amanda,--"
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,DAD,Wait! I've got something to tell the whole family.
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MUM,"Oh, quick. Go and get the others in, Gordon."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,CHILDREN,What could it be? Shhh...
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,DAD,The mill's closed! There's no more work. We're destitute.
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,CHILDREN,[talking]
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,DAD,"Come in, my little loves. I've got no option but to sell
        you all for scientific experiments."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,CHILDREN,[whining]
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,DAD,"No, no. That's the way it is, my loves. Blame the
        Catholic church for not letting me wear one of those little rubber
        things. Oh, they've done some wonderful things in their time. They
        preserved the might and majesty, the mystery of the Church of Rome, and
        the sanctity of the sacraments, the indivisible oneness of the Trinity,
        but if they'd let me wear one of those little rubber things on the end
        of my cock, we wouldn't be in the mess we are now."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,BOY,Couldn't Mummy have worn some sort of pessary?
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,DAD,"Not if we're going to remain members of the fastest
        growing religion in the world, my boy."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MUM,"Ehhh, he's right."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,DAD,"You see, we believe-- [piano music]
        Well, let me put it like this. [singing]
        There are Jews in the world.
        There are Buddhists.
        There are Hindus and Mormons, and then
        There are those that follow Mohammed, but
        I've never been one of them. [music]
        I'm a Roman Catholic,
        And have been since before I was born,
        And the one thing they say about Catholics is:
        They'll take you as soon as you're warm.
        You don't have to be a six-footer.
        You don't have to have a great brain.
        You don't have to have any clothes on. You're
        A Catholic the moment Dad came,
        Because
        Every sperm is sacred.
        Every sperm is great.
        If a sperm is wasted,
        God gets quite irate."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,CHILDREN,"[singing]
        Every sperm is sacred.
        Every sperm is great.
        If a sperm is wasted,
        God gets quite irate."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,GIRL,"[singing]
        Let the heathen spill theirs
        On the dusty ground.
        God shall make them pay for
        Each sperm that can't be found."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,CHILDREN,"[singing]
        Every sperm is wanted.
        Every sperm is good.
        Every sperm is needed
        In your neighborhood."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MUM,"[singing]
        Hindu, Taoist, Mormon,
        Spill theirs just anywhere,
        But God loves those who treat their
        Semen with more care."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MEN,"[singing]
        Every sperm is sacred. [clunk]
        Every sperm is great."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,WOMEN,"[singing]
        If a sperm is wasted,..."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,CHILDREN,"[singing]
        ...God gets quite irate."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,PRIEST,"[singing]
        Every sperm is sacred."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,BRIDE and GROOM,"[singing]
        Every sperm is good."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,NANNIES,"[singing]
        Every sperm is needed..."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,CARDINALS,"[singing]
        ...In your neighborhood!"
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,CHILDREN,"[singing]
        Every sperm is useful.
        Every sperm is fine."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,FUNERAL CORTEGE,"[singing]
        God needs everybody's."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MOURNER #1,Mine!
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MOURNER #2,And mine!
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,CORPSE,And mine!
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,NUN,"[singing]
        Let the Pagan spill theirs
        O'er mountain, hill, and plain."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,HOLY STATUES,"[singing]
        God shall strike them down for
        Each sperm that's spilt in vain."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,EVERYONE,"[singing]
        Every sperm is sacred.
        Every sperm is good.
        Every sperm is needed
        In your neighborhood.
        Every sperm is sacred.
        Every sperm is great.
        If a sperm is wasted,
        God gets quite iraaaaate!"
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,DAD,"So, you see my problem, little ones: I can't keep you all
        here any longer."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,GIRL,Speak up!
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,DAD,"I can't keep you all here any longer! God has blessed us
        so much, I can't afford to feed you anymore."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,NIGEL,Couldn't you have your balls cut off?
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,DAD,"Hohh, it's not as simple as that, Nigel. God knows all!
        He'd see through such a cheap trick. What we do to ourselves, we do to
        Him."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,GIRL,You could have had them pulled off in an accident.
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,CHILDREN,[talking]
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,DAD,"No. No, children. I know you're trying to help, but,
        believe me,..."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,CHILDREN,Ohh...
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,DAD,"...me mind's made up. I've given this long and careful
        thought, and it has to be medical experiments for the lot of you."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,CHILDREN,Ohh. Oh. Oh...
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,CHILDREN,"[singing mournfully]
        Every sperm is sacred.
        Every sperm is great.
        If a sperm is wasted,..."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MR. HARRY BLACKITT,"Look at them, bloody Catholics, filling
        the bloody world up with bloody people they can't afford to bloody feed."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MRS. BLACKITT,What are we dear?
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MR. BLACKITT,"Protestant, and fiercely proud of it."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MRS. BLACKITT,"Hmm. Well, why do they have so many children?"
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MR. BLACKITT,"Because... every time they have sexual
        intercourse, they have to have a baby."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MRS. BLACKITT,"But it's the same with us, Harry."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MR. BLACKITT,What do you mean?
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MRS. BLACKITT,"Well, I mean, we've got two children, and we've
        had sexual intercourse twice."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MR. BLACKITT,"That's not the point. We could have it any time
        we wanted."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MRS. BLACKITT,Really?
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MR. BLACKITT,"Oh, yes, and, what's more, because we don't
        believe in all that Papist claptrap, we can take precautions."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MRS. BLACKITT,"What, you mean... lock the door?"
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MR. BLACKITT,"No, no. I mean, because we are members of the
        Protestant Reformed Church, which successfully challenged the autocratic
        power of the Papacy in the mid-sixteenth century, we can wear little
        rubber devices to prevent issue."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MRS. BLACKITT,What d'you mean?
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MR. BLACKITT,"I could, if I wanted, have sexual intercourse
        with you,..."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MRS. BLACKITT,"Oh, yes, Harry."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MR. BLACKITT,"...and, by wearing a rubber sheath over my old
        feller, I could insure... that, when I came off, you would not be
        impregnated."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MRS. BLACKITT,Ooh!
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MR. BLACKITT,"That's what being a Protestant's all about.
        That's why it's the church for me. That's why it's the church for anyone
        who respects the individual and the individual's right to decide for him
        or herself. When Martin Luther nailed his protest up to the church door
        in fifteen-seventeen, he may not have realized the full significance of
        what he was doing, but four hundred years later, thanks to him, my dear,
        I can wear whatever I want on my John Thomas,... [sniff] ...and,
        Protestantism doesn't stop at the simple condom! Oh, no! I can wear
        French Ticklers if I want."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MRS. BLACKITT,You what?
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MR. BLACKITT,"French Ticklers. Black Mambos. Crocodile Ribs.
        Sheaths that are designed not only to protect, but also to enhance the
        stimulation of sexual congress."
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MRS. BLACKITT,Have you got one?
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MR. BLACKITT,"Have I got one? Uh, well, no, but I can go down
        the road any time I want and walk into Harry's and hold my head up high
        and say in a loud, steady voice, 'Harry, I want you to sell me a condom.
        In fact, today, I think I'll have a French Tickler, for I am a
        Protestant.'"
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MRS. BLACKITT,"Well, why don't you?"
The Meaning of Life,NULL,The Miracle of Birth: Part 2: The Third World,dialogue,MR. BLACKITT,"But they-- Well, they cannot, 'cause their
        church never made the great leap out of the Middle Ages and the
        domination of alien episcopal supremacy."
The Meaning of Life,NULL,The Adventures of Martin Luther,direction,NULL,[music]
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,NARRATOR #1,"The Adventures of Martin Luther,... an exciting
        and controversial examination of the Protestant reformer whose
        re-assessment of the role of the individual in Christian belief shook
        the foundations of a post-feudal Germany in the grip of the sixteenth
        century. It was a day much like any other in the quiet little town of
        Wittenberg. Mamie Meyer was preparing fat for the evening meal when the
        full force of the Reformation struck."
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE MEYER,Mamie! Martin Luther's out!
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE MEYER,Ohh! Martin Luther! Mmh.
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,Huhh.
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,"Did you get the suet, Hymie?"
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,"Oy veh! The suet I clean forgot. Look out; here he
        comes!"
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,Girls! Girls!
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,Mmhm...
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,Your father forgot the suet!
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,AUDREY MEYER,Ooohhhh.
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MYRTLE MEYER,Ohh.
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,"Hello, Martin."
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MARTIN LUTHER,H-- How-- Where's the john?
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,"Uh, we don't have one."
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,AUDREY and MYRTLE,[giggling]
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MARTIN,Hhh! Do you need any cleaning inside?
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,"Oh, no. Today it's all going fine."
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MARTIN,"Ahhh. Oh, well, uh, how's about showing me the
        cutlery?"
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,"Martin, I got a woman and children in there."
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MARTIN,"So! There's no problem. I just look at a few spoons,
        uh--"
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,"Well, I got two girls in there, Martin. You know what I
        mean."
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MARTIN,"Honest! I don't look at your girls. I-- I don't think
        about them. There! [pat]
        I put them out of my mind. Their arms, their necks, their little legs
        and bosoms, I wipe from my mind!"
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,You just want to see the spoons?
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MARTIN,My life! That's what I want to see!
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,I know I'm going to regret this.
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,AUDREY,Mhhm.
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,Shh!
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,Mamie! Guess who's come to see us?
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,"Hymie! Are you out of your mind, already?! You know how
        old your daughters are!"
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,He-- He only wants to see the spoons!
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,"Well-- Well, what do you have to bring him into my
        house for?"
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,"Mamie, he doesn't think about girls any more."
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MARTIN,"Uh, Mrs. Meyer, as far as girls is concerned, I shot
        my wad."
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,You shot your wad?
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MARTIN,Definitely!
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,Which spoons do you want to view?
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MARTIN,"Oh, I guess the soup spoons."
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,Now they're good spoons!
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MARTIN,You got 'em arranged?
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,"No, but I could arrange them for you."
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MARTIN,"Oh, don't put yourself to no bother, Mrs. Meyer."
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,"It's no bother. I want for you to see these spoons like
        I would want to see them myself."
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MARTIN,"Aww, you're too kind, Mrs. Meyer. You could get your,
        eh, daughters to show me them. [bang]"
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,Hymie! Get him out of here!
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,"Mamie! Mamie! He only said for Audrey and Myrtle to
        show him the spoons."
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,Like you think I'm running some kind of bordello here?!
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MARTIN,"Mrs. Meyer, how can you say such a thing?"
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,"Listen, Martin Luther! I know what you want to do with
        my girls."
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MARTIN,"Show me the spoons, ehh?"
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,You want for them to pull up their skirts...
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,AUDREY and MYRTLE,[giggling]
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,...and then lean over a chair with their legs apart.
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,"Mamie, don't get excited."
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,I'm getting excited?! It's him that's getting excited!
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MARTIN,My mind is on the spoons!
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,"But you can't stop thinking of those little girls over
        the chairs!"
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,"Oh, oh, I got to go to the bathroom."
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,"Hymie, I'm a married woman!"
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,HYMIE,So! Just show him the spoons!
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MAMIE,And you don't want to put nothing up me?
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,MARTIN,"Mrs. Meyer, you read my mind. [chorus singing 'Hallelujah']"
The Meaning of Life,NULL,The Adventures of Martin Luther,dialogue,NARRATOR,"Yes, another convert for the Protestants. But
        despite Luther's efforts to promote the idea of sex for pleasure,
        children multiplied everywhere."
The Meaning of Life,2,Growth and Learning,dialogue,ANNOUNCER,The Meaning of Life: Part Two: Growth and Learning.
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY WILLIAMS,"...And spotteth twice they the camels
        before the third hour, and so, the Midianites went forth to Ram Gilead
        in Kadesh Bilgemath, by Shor Ethra Regalion, to the house of
        Gash-Bil-Bethuel-Bazda, he who brought the butter dish to Balshazar and
        the tent peg to the house of Rashomon, and there slew they the goats,
        yea, and placed they the bits in little pots. Here endeth the lesson."
The Meaning of Life,2,Growth and Learning,dialogue,CHAPLAIN,"Let us praise God. O Lord,..."
The Meaning of Life,2,Growth and Learning,dialogue,CONGREGATION,"O Lord,..."
The Meaning of Life,2,Growth and Learning,dialogue,CHAPLAIN,"...ooh, You are so big,..."
The Meaning of Life,2,Growth and Learning,dialogue,CONGREGATION,"...ooh, You are so big,..."
The Meaning of Life,2,Growth and Learning,dialogue,CHAPLAIN,...so absolutely huge.
The Meaning of Life,2,Growth and Learning,dialogue,CONGREGATION,...so absolutely huge.
The Meaning of Life,2,Growth and Learning,dialogue,CHAPLAIN,"Gosh, we're all really impressed down here, I can
        tell You."
The Meaning of Life,2,Growth and Learning,dialogue,CONGREGATION,"Gosh, we're all really impressed down here, I
        can tell You."
The Meaning of Life,2,Growth and Learning,dialogue,CHAPLAIN,"Forgive us, O Lord, for this, our dreadful toadying,
        and..."
The Meaning of Life,2,Growth and Learning,dialogue,CONGREGATION,And barefaced flattery.
The Meaning of Life,2,Growth and Learning,dialogue,CHAPLAIN,"But You are so strong and, well, just so super."
The Meaning of Life,2,Growth and Learning,dialogue,CONGREGATION,Fantastic.
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,Amen.
The Meaning of Life,2,Growth and Learning,dialogue,CONGREGATION,Amen.
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Now, two boys have been found rubbing linseed oil
        into the school cormorant. Now, some of you may feel that the cormorant
        does not play an important part in the life of the school, but I would
        remind you that it was presented to us by the Corporation of the town of
        Sudbury to commemorate Empire Day, when we try to remember the names of
        all those from the Sudbury area who so gallantly gave their lives to
        keep China British. So, from now on, the cormorant is strictly out of
        bounds! Oh, and Jenkins, apparently your mother died this morning.
        Chaplain. [organ music]"
